5440003218	227234293
5440008123	5456740215
5440008829	5447575503
5440009288	631041665
5440010122	238067933
5440010221	03442859
5440010328	86819520
5440011132	68908304
5440012083	567432686
5440012102	00291421
5440012682	975543
5440013112	06774313
5440013211	013898
5440018192	00216796
5440018398	242519
5440018728	70493734
5440018893	814814663
5440018921	232818251
5440019281	09807405
5440019883	369868331
5440020722	09807084
5440020898	73887415
5440021339	60345389
5440021878	368198539
5440021933	09377724
5440022080	09807900
5440022207	210164135
5440022309	597806074
5440022583	58228295
5440022800	96005674
5440022884	60306200
5440023111	591591286
5440023913	892028821
5440024223	7858096
5440024322	629444963
54400243	54992190
5440026332	00217332
5440028126	566237158
5440028253	09807177
5440028824	09741807
5440028858	94766525
5440028890	09368225
5440029088	02313208
5440029203	597855678
5440029782	9029064
5440029983	585064293
5440030821	96929302
5440031138	019713171
5440031272	51390121
5440031932	76627538
5440032081	09460017
5440032285	08036245
5440032303	1125623
5440032387	291728307
5440032582	578705987
5440032688	5734214
5440032801	90632274
5440032886	327680945
5440033219	54614328
5440033811	07934
5440033912	591341433
5440034222	259330815
5440036232	10063081
5440038021	03454251
5440038198	01187930
5440038522	06266159
5440038628	94766729
5440038723	96470682
5440039188	65770325
5440039202	519614824
5440039289	5440792442
5440039881	599839950
5440072289	530407120
5440073212	5440611456
5440078292	227298006
5440078323	5449158126
5440080022	18643740
5440080220	97236264
5440080928	121467274
5440081032	5043699
5440081278	590579834
5440081938	591318796
5440082301	92163172
5440082482	172898935
5440082588	99127828
5440082683	03237393
5440082842	801181152
5440082908	09375358
5440083268	5440997056
5440083862	92514627
5440084228	97245416
5440084822	96062305
5440085288	5440734939
5440088127	5494507357
5440088422	00290178
5440088528	16747054
5440088623	05271425
5440088899	9671891
5440088998	389392717
5440089208	00293500
5440089280	07031386
5440089381	08578064
5440089889	5850929
5440090828	912556441
5440091233	612691701
5440091332	09362450
5440091838	00215973
5440093213	292336872
5440098329	599897979
5440098392	94986797
5440098820	09374127
5440099283	226632562
5440106	233948150
